,rodada,apelido,atleta_id,posicao_id,clube_id,entrou_em_campo,pontuacao,FC,FS,PI,FF,A,DS,DE,GS,FD,SG,CA,FT,G,PC,PS,PP,I,DP,clube_nome,posicao_nome,posicao_abreviacao
39,15,Pedro Henrique,105840,3,285,False,-2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Internacional,Zagueiro,zag
40,15,Edson,105901,4,265,True,1.6,2,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,Meia,mei
41,15,Vinicius Mingotti,105909,5,293,True,-0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,Atacante,ata
42,15,Johnny,106002,4,285,True,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Meia,mei
43,15,Sylvinho,106047,6,264,True,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Técnico,tec
44,15,Airton,106107,5,354,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceará,Atacante,ata
45,15,Léo Pereira,106681,5,284,True,0.3,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Grêmio,Atacante,ata
46,15,Rodrigo Nestor,106822,4,276,True,1.8,1,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Meia,mei
47,15,Welington ,106824,2,276,True,-3.4,2,0,14,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,São Paulo,Lateral,lat
48,15,Danilo Gomes,106826,5,1371,True,0.1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Atacante,ata
49,15,Borrero,106843,4,282,True,1.7,1,2,4,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,Atlético-MG,Meia,mei
50,15,Patrick de Paula,107172,4,275,True,2.8,4,2,8,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,Palmeiras,Meia,mei
51,15,Caio Vidal,107745,5,285,True,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Atacante,ata
52,15,Vanderson,107750,2,284,True,4.6,0,0,12,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Lateral,lat
53,15,Foguinho,108329,4,315,True,0.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Chapecoense,Meia,mei
54,15,Edwin Mosquera,108355,4,286,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,Meia,mei
55,15,Galeano,108713,5,276,True,-2.8,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,São Paulo,Atacante,ata
56,15,Calebe,109461,4,282,True,1.8,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,Meia,mei
57,15,Marcos Leonardo,109497,5,277,True,1.1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Santos,Atacante,ata
58,15,Martinelli,109573,4,266,True,4.5,0,1,6,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,Fluminense,Meia,mei
59,15,Renan,109963,3,275,True,0.6,2,0,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,Palmeiras,Zagueiro,zag
60,15,Igor Torres,110303,5,356,True,8.3,0,1,4,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,Fortaleza,Atacante,ata
61,15,Abel Ferreira,110506,6,275,True,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,Técnico,tec
62,15,Palacios,110568,5,285,True,-2.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Internacional,Atacante,ata
63,15,Gabriel Pirani,110607,4,277,True,-0.4,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Santos,Meia,mei
64,15,John Kennedy,110759,5,266,True,0.3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,Atacante,ata
65,15,Ronald,110916,5,373,True,0.0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,Atacante,ata
66,15,João Paulo,111281,1,315,True,-1.0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,Chapecoense,Goleiro,gol
67,15,Marcos Vinicios,111333,5,286,True,6.2,2,2,8,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,Atacante,ata
68,15,Vitinho,111406,4,264,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Meia,mei
69,15,António Oliveira,111578,6,293,True,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,Técnico,tec
70,15,Kaiky,111637,3,277,True,5.7,2,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,Santos,Zagueiro,zag
71,15,Adson,111682,4,264,True,0.5,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Corinthians,Meia,mei
72,15,Lucão,111695,5,373,True,1.9,3,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,Atacante,ata
73,15,Kayky,111829,5,266,True,2.4,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,Atacante,ata
74,15,Matheus Martins,111831,5,266,True,0.9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,Atacante,ata
75,15,Paulo Victor ,112141,2,285,True,9.1,1,1,9,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,Internacional,Lateral,lat
76,15,Gabriel Chapecó,112616,1,284,True,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Grêmio,Goleiro,gol
77,15,Guto Ferreira,37245,6,354,True,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceará,Técnico,tec
78,15,Pintado,37424,6,315,True,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chapecoense,Técnico,tec
79,15,Marcelo Boeck,37788,1,356,True,-1.0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,Fortaleza,Goleiro,gol
80,15,Jô,38138,5,264,True,2.2,0,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Corinthians,Atacante,ata
81,15,Miranda,38141,3,276,True,0.1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Zagueiro,zag
82,15,Fred,38162,5,266,True,0.1,2,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Fluminense,Atacante,ata
83,15,Maicon,38196,4,284,True,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Meia,mei
84,15,Fábio Santos,38229,2,264,True,4.1,0,1,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Corinthians,Lateral,lat
85,15,Wellington Paulista,38279,5,356,True,2.9,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Fortaleza,Atacante,ata
86,15,Jadson,38315,4,293,True,-0.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,Meia,mei
87,15,Thiago Heleno,38394,3,293,True,-2.7,1,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Athlético-PR,Zagueiro,zag
88,15,Diego Alves,38509,1,262,True,-3.0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,Flamengo,Goleiro,gol
89,15,Elton,38588,5,1371,True,1.2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Atacante,ata
90,15,Filipe Luís,38750,2,262,True,4.8,1,2,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,Lateral,lat
91,15,Diego,38909,4,262,True,-0.9,1,2,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Flamengo,Meia,mei
92,15,Nenê,38913,4,266,True,0.1,1,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,Meia,mei
93,15,Hulk,39148,5,282,True,9.8,0,3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Atlético-MG,Atacante,ata
94,15,Vagner Mancini,39850,6,327,True,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,América-MG,Técnico,tec
95,15,Renato Gaúcho,41929,6,262,True,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,Técnico,tec
96,15,Willian,42116,5,275,True,10.8,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,Palmeiras,Atacante,ata
97,15,Egídio,42145,2,266,True,0.3,2,1,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Fluminense,Lateral,lat
98,15,Cássio,42234,1,264,True,10.0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,Corinthians,Goleiro,gol
99,15,Cuca,42411,6,282,True,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,Técnico,tec
100,15,Márcio Azevedo,42491,2,293,True,0.5,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,Lateral,lat
101,15,Fagner,42500,2,264,True,12.1,1,4,6,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,Corinthians,Lateral,lat
102,15,Luiz Felipe Scolari,43618,6,284,True,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Técnico,tec
103,15,Titi,50353,3,356,True,-2.5,1,3,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,Zagueiro,zag
104,15,Kadu,50427,3,315,True,0.3,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Chapecoense,Zagueiro,zag
105,15,Walter,51413,1,1371,True,2.0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,Cuiabá,Goleiro,gol
106,15,Giuliano,51548,4,264,True,1.4,3,3,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Meia,mei
107,15,Everton Ribeiro,51772,4,262,True,1.8,1,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Flamengo,Meia,mei
108,15,Felipe Azevedo,60825,5,327,True,-1.7,2,0,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,América-MG,Atacante,ata
109,15,Uendel,60852,2,1371,True,-0.5,2,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Lateral,lat
110,15,Patric,60969,2,327,True,2.5,2,2,10,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,América-MG,Lateral,lat
111,15,Rodriguinho,61033,4,265,True,11.3,0,2,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Bahia,Meia,mei
112,15,Lucca,61149,5,266,True,-3.5,4,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Fluminense,Atacante,ata
113,15,Gilberto,61188,5,265,True,0.7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,Atacante,ata
114,15,Douglas Costa,62020,5,284,True,-0.7,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Atacante,ata
115,15,Taison,62114,5,285,True,8.0,1,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Internacional,Atacante,ata
116,15,William Matheus,62130,2,286,True,0.6,3,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,Lateral,lat
117,15,Ganso,62977,4,266,True,0.3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,Meia,mei
118,15,Paulão,63172,3,1371,True,-3.3,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Cuiabá,Zagueiro,zag
119,15,Edenílson,63289,4,285,True,13.6,0,2,4,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Meia,mei
120,15,Dodô,68727,2,282,True,-2.3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Atlético-MG,Lateral,lat
121,15,Camacho,68770,4,277,True,-0.5,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Santos,Meia,mei
122,15,Nino Paraíba,68808,2,265,True,3.3,0,2,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,Lateral,lat
123,15,Ricardinho,68832,4,286,True,0.4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,Meia,mei
124,15,Roberson,68835,5,286,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,Atacante,ata
125,15,Dudu,68920,5,275,True,0.2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,Atacante,ata
126,15,Gil,68923,3,264,True,4.8,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Corinthians,Zagueiro,zag
127,15,Manoel,69014,3,266,True,-1.4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,Zagueiro,zag
128,15,Marcelo Carné,69054,1,286,True,1.5,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,Juventude,Goleiro,gol
129,15,Pablo,69138,5,276,True,16.5,3,0,10,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,São Paulo,Atacante,ata
130,15,Anselmo Ramon,69214,5,315,True,7.8,1,2,9,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,Chapecoense,Atacante,ata
131,15,Isla,69345,2,262,True,2.2,0,1,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,Lateral,lat
132,15,Nikão,69705,4,293,True,4.5,0,3,5,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,Athlético-PR,Meia,mei
133,15,Jorginho,70323,6,1371,True,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Técnico,tec
134,15,Eduardo Sasha,70360,5,282,True,7.8,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,Atacante,ata
135,15,Marllon,70666,3,1371,True,1.4,1,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Zagueiro,zag
136,15,Joao Rojas,70784,5,276,True,1.6,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Atacante,ata
137,15,Diogo Barbosa,70916,2,284,True,-0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Lateral,lat
138,15,Léo Cittadini,70986,4,293,True,2.0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,Meia,mei
139,15,Felipe Baxola,71113,4,315,True,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chapecoense,Meia,mei
140,15,Vina,71162,4,354,True,-1.4,0,1,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Ceará,Meia,mei
141,15,Jenison,71505,5,1371,True,-0.5,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Atacante,ata
142,15,Fernando Miguel,71571,1,373,True,9.0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,Atlético-GO,Goleiro,gol
143,15,João Paulo,71602,2,327,True,5.6,1,1,14,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,América-MG,Lateral,lat
144,15,Weverton,71631,1,275,True,0.5,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,Palmeiras,Goleiro,gol
145,15,Gustavo Gómez,71684,3,275,True,-2.6,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Palmeiras,Zagueiro,zag
146,15,Óscar Ruíz,71691,4,265,True,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bahia,Meia,mei
147,15,Uillian Correia,72007,4,1371,True,-1.3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Meia,mei
148,15,Tiago Volpi,72018,1,276,True,5.0,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,São Paulo,Goleiro,gol
149,15,Bruno Cortez,72079,2,284,True,2.4,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Lateral,lat
150,15,Everson,72294,1,282,True,-1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Atlético-MG,Goleiro,gol
151,15,Luiz Otávio,72359,3,354,True,7.7,0,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,Ceará,Zagueiro,zag
152,15,Rodrigo Lindoso,72362,4,285,True,1.3,1,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Internacional,Meia,mei
153,15,Mike,72389,5,315,True,1.3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Chapecoense,Atacante,ata
154,15,Fernando Diniz,72391,6,277,True,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santos,Técnico,tec
155,15,Matheus Cavichioli,72580,1,327,True,7.0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,América-MG,Goleiro,gol
156,15,Luiz Adriano,72772,5,275,True,1.9,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Palmeiras,Atacante,ata
157,15,Samuel Xavier,73384,2,266,True,0.5,1,2,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,Lateral,lat
158,15,Luccas Claro,73465,3,266,True,0.7,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,Zagueiro,zag
159,15,Bruno Alves,73620,3,276,True,-0.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Zagueiro,zag
160,15,Diego Aguirre,73766,6,285,True,10.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Técnico,tec
161,15,Geuvânio,73896,5,315,True,3.1,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Chapecoense,Atacante,ata
162,15,Dado Cavalcanti,73975,6,265,True,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,Técnico,tec
163,15,Rodallega,74034,5,265,True,-3.1,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bahia,Atacante,ata
164,15,Matheus Barbosa,74069,4,373,True,0.4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,Meia,mei
165,15,Abel Hernández,74159,5,266,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,Atacante,ata
166,15,Paolo Guerrero,75295,5,285,True,1.2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Atacante,ata
167,15,Jorginho,77544,4,354,True,-0.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceará,Meia,mei
168,15,Auremir,77570,4,1371,True,1.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Meia,mei
169,15,Eduardo Barroca,77774,6,373,True,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,Técnico,tec
170,15,Madson,78077,2,277,True,9.2,0,0,6,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,Santos,Lateral,lat
171,15,Didi,78237,3,286,True,0.8,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,Zagueiro,zag
172,15,Gustavo Henrique,78248,3,262,True,-1.0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,Zagueiro,zag
173,15,Willian Arão,78478,3,262,True,2.3,0,0,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Flamengo,Zagueiro,zag
174,15,Arnaldo,78497,2,373,True,8.9,1,1,3,0,0,5,0,0,1,1,1,0,0,0,0,0,0,0,Atlético-GO,Lateral,lat
175,15,Jean Mota,78548,4,277,True,6.9,1,2,12,0,0,6,0,0,3,0,1,0,0,0,0,0,0,0,Santos,Meia,mei
176,15,Jonathan Cafu,78580,5,1371,True,1.5,2,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Atacante,ata
177,15,Gabriel,78605,4,264,True,4.2,0,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Meia,mei
178,15,Reinaldo,78850,2,276,True,-0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Lateral,lat
179,15,Richard,78851,1,354,True,7.0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,Ceará,Goleiro,gol
180,15,Thiago Santos,78855,4,284,True,2.2,4,0,6,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Meia,mei
181,15,Rodrigo Dourado,78865,4,285,True,2.9,4,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Meia,mei
182,15,Rafael Gava,78867,4,1371,True,9.0,0,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,Cuiabá,Meia,mei
183,15,Moisés Ribeiro,78991,4,315,True,0.8,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Chapecoense,Meia,mei
184,15,Luiz Felipe,79035,3,277,True,8.5,1,1,7,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,Santos,Zagueiro,zag
