,rodada,apelido,atleta_id,posicao_id,clube_id,entrou_em_campo,pontuacao,FC,FS,PI,FF,A,DS,DE,GS,FD,SG,CA,FT,G,PC,PS,PP,I,DP,clube_nome,posicao_nome,posicao_abreviacao
37,11,Calegari,104276,2,266,True,3.2,2,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,Lateral,lat
38,11,Vitor Mendes,104401,3,286,True,0.0,2,1,3,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,Juventude,Zagueiro,zag
39,11,Rick,104459,5,354,True,11.0,1,1,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Ceará,Atacante,ata
40,11,Christian,104502,4,293,True,1.6,3,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,Meia,mei
41,11,Vinícius Zanocelo,104521,4,277,True,-0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santos,Meia,mei
42,11,Weverton,104625,2,280,True,-1.9,1,1,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bragantino,Lateral,lat
43,11,Juan Vojvoda,104754,6,356,True,6.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,Técnico,tec
44,11,Fabrício,105171,5,327,True,1.9,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,América-MG,Atacante,ata
45,11,Bento,105208,1,293,True,0.5,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,Athlético-PR,Goleiro,gol
46,11,Patrick de Lucca,105294,4,265,True,2.4,3,1,8,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,Bahia,Meia,mei
47,11,Roni,105585,4,264,True,1.7,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Meia,mei
48,11,Wesley,105811,5,275,True,5.0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,Atacante,ata
49,11,Johnny,106002,4,285,True,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Meia,mei
50,11,Sylvinho,106047,6,264,True,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Técnico,tec
51,11,Léo Pereira,106681,5,284,True,4.2,1,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Atacante,ata
52,11,Carlos Alberto,106704,5,327,True,1.0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,América-MG,Atacante,ata
53,11,Danilo Gomes,106826,5,1371,True,1.1,1,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,Cuiabá,Atacante,ata
54,11,Talles,106830,4,276,True,-0.9,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo,Meia,mei
55,11,Borrero,106843,4,282,True,9.9,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,Atlético-MG,Meia,mei
56,11,Maurício Souza,107010,6,262,True,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,Técnico,tec
57,11,Natan,107110,3,280,True,0.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,Zagueiro,zag
58,11,Rodrigo Muniz,107112,5,262,True,3.8,2,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,Atacante,ata
59,11,Patrick de Paula,107172,4,275,True,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,Meia,mei
60,11,Danilo,107231,4,275,True,-0.2,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,Meia,mei
61,11,Victor Bobsin,107501,4,284,True,-0.5,2,0,10,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,Grêmio,Meia,mei
62,11,Praxedes,107744,4,280,True,5.9,2,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,Meia,mei
63,11,Caio Vidal,107745,5,285,True,1.3,2,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Internacional,Atacante,ata
64,11,Vanderson,107750,2,284,True,4.7,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Grêmio,Lateral,lat
65,11,Guilherme Pato,107754,5,1371,True,0.7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Atacante,ata
66,11,Fernando Henrique,107800,4,284,True,7.5,1,0,6,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Meia,mei
67,11,Felipe Felício,107898,5,282,True,0.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,Atacante,ata
68,11,Gabriel Lacerda,108176,3,354,True,0.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ceará,Zagueiro,zag
69,11,Foguinho,108329,4,315,True,-0.3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chapecoense,Meia,mei
70,11,Galeano,108713,5,276,True,2.4,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,São Paulo,Atacante,ata
71,11,Tiago Coser,109127,3,315,True,-0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chapecoense,Zagueiro,zag
72,11,Luiz Henrique,109282,5,266,True,7.9,2,3,5,0,0,6,0,0,2,0,0,0,0,0,0,0,1,0,Fluminense,Atacante,ata
73,11,Weverson,109426,2,280,True,-1.7,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,Lateral,lat
74,11,Calebe,109461,4,282,True,2.2,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,Meia,mei
75,11,Martinelli,109573,4,266,True,1.2,3,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,Fluminense,Meia,mei
76,11,Abel Ferreira,110506,6,275,True,5.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,Técnico,tec
77,11,Gabriel Pirani,110607,4,277,True,2.0,0,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santos,Meia,mei
78,11,Gustavo Oliveira,110633,4,292,True,-0.4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sport,Meia,mei
79,11,Guilherme,110909,2,280,True,0.4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,Lateral,lat
80,11,Gustavo Apis,110947,4,266,True,-0.7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,Meia,mei
81,11,Wendson,110948,5,354,True,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ceará,Atacante,ata
82,11,João Paulo,111281,1,315,True,3.5,0,1,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,Chapecoense,Goleiro,gol
83,11,Marcos Vinicios,111333,5,286,True,-0.5,2,4,8,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Juventude,Atacante,ata
84,11,Vitinho,111406,4,264,True,-0.3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Meia,mei
85,11,Felipe Augusto,111408,5,264,True,-0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Atacante,ata
86,11,António Oliveira,111578,6,293,True,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,Técnico,tec
87,11,Kaiky,111637,3,277,True,-3.3,4,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Santos,Zagueiro,zag
88,11,Lucão,111695,5,373,True,-0.8,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Atlético-GO,Atacante,ata
89,11,Ricardinho,111813,5,284,True,-0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Atacante,ata
90,11,Matheus Martins,111831,5,266,True,0.7,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,Fluminense,Atacante,ata
91,11,João Neto,111834,5,266,True,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Fluminense,Atacante,ata
92,11,Paulo Victor ,112141,2,285,True,4.4,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Internacional,Lateral,lat
93,11,Gabriel Chapecó,112616,1,284,True,13.0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,Grêmio,Goleiro,gol
94,11,Zé Vitor,112708,3,327,True,2.0,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,América-MG,Zagueiro,zag
95,11,Marquinhos,113158,5,276,True,1.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,São Paulo,Atacante,ata
96,11,Guto Ferreira,37245,6,354,True,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceará,Técnico,tec
97,11,Wagner,37674,4,286,True,-0.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,Meia,mei
98,11,Marcelo Boeck,37788,1,356,True,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Fortaleza,Goleiro,gol
99,11,Jô,38138,5,264,True,1.3,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Corinthians,Atacante,ata
100,11,Rafinha,38144,2,284,True,12.2,1,4,3,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,Grêmio,Lateral,lat
101,11,Fábio Santos,38229,2,264,True,4.2,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Lateral,lat
102,11,Thiago Neves,38277,4,292,True,0.6,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sport,Meia,mei
103,11,Thiago Heleno,38394,3,293,True,3.4,0,2,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Athlético-PR,Zagueiro,zag
104,11,Diego Alves,38509,1,262,True,2.0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,Flamengo,Goleiro,gol
105,11,Felipe Melo,38545,4,275,True,1.1,1,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,Palmeiras,Meia,mei
106,11,Elton,38588,5,1371,True,7.7,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cuiabá,Atacante,ata
107,11,Filipe Luís,38750,2,262,True,2.1,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,Lateral,lat
108,11,Nenê,38913,4,266,True,1.4,0,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Fluminense,Meia,mei
109,11,Hulk,39148,5,282,True,2.1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Atlético-MG,Atacante,ata
110,11,Vagner Mancini,39850,6,327,True,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,América-MG,Técnico,tec
111,11,Willian,42116,5,275,True,7.9,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Palmeiras,Atacante,ata
112,11,Felipe Santana,42140,3,315,True,2.7,1,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Chapecoense,Zagueiro,zag
113,11,Osvaldo,42222,5,356,True,-0.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortaleza,Atacante,ata
114,11,Cássio,42234,1,264,True,2.0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,Corinthians,Goleiro,gol
115,11,Cuca,42411,6,282,True,7.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,Técnico,tec
116,11,Fagner,42500,2,264,True,1.5,2,3,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Corinthians,Lateral,lat
117,11,Luiz Felipe Scolari,43618,6,284,True,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Técnico,tec
118,11,David Braz,50317,3,266,True,-0.3,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Fluminense,Zagueiro,zag
119,11,Titi,50353,3,356,True,7.0,0,4,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,Fortaleza,Zagueiro,zag
120,11,Eduardo,50645,2,327,True,1.8,3,1,24,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,América-MG,Lateral,lat
121,11,Everton Ribeiro,51772,4,262,True,3.0,0,4,16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,Meia,mei
122,11,Ytalo,53148,5,280,True,8.6,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Bragantino,Atacante,ata
123,11,Felipe Azevedo,60825,5,327,True,0.6,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,América-MG,Atacante,ata
124,11,Uendel,60852,2,1371,True,0.6,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Lateral,lat
125,11,Jael,60859,5,354,True,6.7,0,0,8,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,Ceará,Atacante,ata
126,11,Rodriguinho,61033,4,265,True,0.5,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,Meia,mei
127,11,Ligger,61141,3,265,True,0.7,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,Zagueiro,zag
128,11,Lucca,61149,5,266,True,17.6,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,Fluminense,Atacante,ata
129,11,Gilberto,61188,5,265,True,-0.2,4,2,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,Atacante,ata
130,11,Douglas Costa,62020,5,284,True,0.7,1,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Grêmio,Atacante,ata
131,11,Pará,62086,2,277,True,-0.8,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santos,Lateral,lat
132,11,Taison,62114,5,285,True,2.4,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Internacional,Atacante,ata
133,11,Wellington,62129,4,266,True,0.6,2,2,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,Fluminense,Meia,mei
134,11,William Matheus,62130,2,286,True,0.2,2,1,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,Lateral,lat
135,11,Ganso,62977,4,266,True,2.5,0,3,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,Meia,mei
136,11,Marcos Rocha,63013,2,275,True,1.4,4,0,6,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,Palmeiras,Lateral,lat
137,11,Alan Ruschel,63110,2,327,True,5.8,1,6,9,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,América-MG,Lateral,lat
138,11,Paulão,63172,3,1371,True,1.4,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Zagueiro,zag
139,11,Edenílson,63289,4,285,True,0.0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Meia,mei
140,11,André,68690,5,292,True,9.4,3,1,7,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,Sport,Atacante,ata
141,11,Camacho,68770,4,277,True,-2.2,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Santos,Meia,mei
142,11,Nino Paraíba,68808,2,265,True,1.5,0,2,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,Lateral,lat
143,11,Ricardinho,68832,4,292,True,0.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sport,Meia,mei
144,11,Diego Souza,68911,5,284,True,0.4,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Atacante,ata
145,11,Dudu,68920,5,275,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmeiras,Atacante,ata
146,11,Gil,68923,3,264,True,-3.1,3,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Corinthians,Zagueiro,zag
147,11,Marinho,68952,5,277,True,7.6,7,4,5,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,Santos,Atacante,ata
148,11,João Carlos,69010,1,1371,True,3.5,0,1,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,Cuiabá,Goleiro,gol
149,11,Manoel,69014,3,266,True,2.6,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Fluminense,Zagueiro,zag
150,11,Muriel,69041,1,266,True,-1.0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,Fluminense,Goleiro,gol
151,11,Marcelo Carné,69054,1,286,True,2.0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,Juventude,Goleiro,gol
152,11,Pablo,69138,5,276,True,-0.3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,São Paulo,Atacante,ata
153,11,Anselmo Ramon,69214,5,315,True,0.3,1,2,10,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,Chapecoense,Atacante,ata
154,11,Isla,69345,2,262,True,6.0,2,2,10,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,Lateral,lat
155,11,Nikão,69705,4,293,True,11.8,0,1,3,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,Athlético-PR,Meia,mei
156,11,Jorginho,70323,6,1371,True,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Técnico,tec
157,11,Eduardo Sasha,70360,5,282,True,1.4,1,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Atlético-MG,Atacante,ata
158,11,Marllon,70666,3,1371,True,0.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Zagueiro,zag
159,11,Wescley,70925,4,286,True,1.1,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Juventude,Meia,mei
160,11,Jackson,70934,3,356,False,-2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Fortaleza,Zagueiro,zag
161,11,Léo Cittadini,70986,4,293,True,0.2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,Meia,mei
162,11,Vina,71162,4,354,True,0.3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceará,Meia,mei
163,11,Jenison,71505,5,1371,True,10.4,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,Cuiabá,Atacante,ata
164,11,Fernando Miguel,71571,1,373,True,1.0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,Atlético-GO,Goleiro,gol
165,11,João Paulo,71602,2,327,True,-0.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,América-MG,Lateral,lat
166,11,Gustavo Gómez,71684,3,275,True,7.0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Palmeiras,Zagueiro,zag
167,11,Óscar Ruíz,71691,4,265,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,Meia,mei
168,11,Elton,71719,4,286,True,-0.1,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,Meia,mei
169,11,Thiago Galhardo,71844,5,285,True,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Atacante,ata
170,11,Juninho Valoura,71937,4,327,True,1.2,2,2,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,América-MG,Meia,mei
171,11,Uillian Correia,72007,4,1371,True,0.5,2,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Meia,mei
172,11,Tiago Volpi,72018,1,276,True,6.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,São Paulo,Goleiro,gol
173,11,Bruno Cortez,72079,2,284,True,5.0,0,0,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Grêmio,Lateral,lat
174,11,Jailson,72290,1,275,True,-2.5,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,Palmeiras,Goleiro,gol
175,11,Everson,72294,1,282,True,8.5,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,Atlético-MG,Goleiro,gol
176,11,Felipe Alves,72372,1,356,True,6.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Fortaleza,Goleiro,gol
177,11,Fernando Diniz,72391,6,277,True,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santos,Técnico,tec
178,11,Matheus Cavichioli,72580,1,327,True,4.0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,América-MG,Goleiro,gol
179,11,Diego Aguirre,73766,6,285,True,4.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Internacional,Técnico,tec
180,11,Geuvânio,73896,5,315,True,-0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chapecoense,Atacante,ata
181,11,Alison,73974,4,277,True,0.3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santos,Meia,mei
182,11,Dado Cavalcanti,73975,6,265,True,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,Técnico,tec
183,11,Jorginho,77544,4,354,True,2.6,1,1,8,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,Ceará,Meia,mei
184,11,Auremir,77570,4,1371,True,1.2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuiabá,Meia,mei
